input file,prediction_fraction,k,comp_time,random_prediction_dataset,min_max_normalization,holidays_flag,join_holidays,month_flag,past_values,reduced size,best model,best model cross val score,best model test score,,,,,,,,,
Main_cbe_08shorter.csv,0.25,5,0.01,FALSE,FALSE,TRUE,FALSE,TRUE,3,0,ExtraTreesRegressor,0.929999205,0.9182253,DummyRegressor,-0.006087425,KNeighborsRegressor,0.882845132,RandomForestRegressor,0.901593141,ExtraTreesRegressor,0.929999205,
Main_cbe_08shorter.csv,0.25,5,0.01,FALSE,FALSE,TRUE,FALSE,TRUE,3,0,ExtraTreesRegressor,0.936554441,0.922415727,DummyRegressor,-0.006087425,ExtraTreesRegressor,0.936554441,,,,,
Main_cbe_08short.csv,0.25,5,0.01,FALSE,FALSE,TRUE,FALSE,TRUE,3,0,ExtraTreesRegressor,0.797976271,0.88421417,DummyRegressor,-0.092696248,ExtraTreesRegressor,0.797976271,,,,,
Main_cbe_08short.csv,0.25,5,0.01,FALSE,FALSE,TRUE,FALSE,TRUE,1,0,ExtraTreesRegressor,0.806519804,0.880779348,DummyRegressor,-0.092245959,ExtraTreesRegressor,0.806519804,,,,,
Main_cbe_08short.csv,0.25,5,0.1,FALSE,FALSE,TRUE,FALSE,TRUE,1,0,ExtraTreesRegressor,0.802221262,0.884598252,DummyRegressor,-0.092245959,ExtraTreesRegressor,0.802221262,,,,,
Main_cbe_08shorter.csv,0.25,5,0.1,FALSE,FALSE,TRUE,FALSE,TRUE,1,0,ExtraTreesRegressor,0.937809148,0.92326228,DummyRegressor,-0.006139789,ExtraTreesRegressor,0.937809148,,,,,
Main_cbe_08shorter.csv,0.25,5,0.5,FALSE,FALSE,TRUE,FALSE,TRUE,1,0,ExtraTreesRegressor,0.938219072,0.921051769,DummyRegressor,-0.006139789,ExtraTreesRegressor,0.938219072,,,,,
Main_cbe_08shorter.csv,0.25,5,0.05,FALSE,FALSE,TRUE,FALSE,TRUE,1,0,ExtraTreesRegressor,0.937755207,0.925174211,DummyRegressor,-0.006139789,KNeighborsRegressor,0.890149336,ExtraTreesRegressor,0.937755207,,,
Main_cbe_08shorter.csv,0.25,5,0.1,FALSE,FALSE,TRUE,FALSE,TRUE,1,0,ExtraTreesRegressor,0.937900857,0.925099711,DummyRegressor,-0.006139789,KNeighborsRegressor,0.890839212,ExtraTreesRegressor,0.937900857,,,
Main_cbe_08shorter.csv,0.25,5,0.1,FALSE,FALSE,TRUE,FALSE,TRUE,1,0,ExtraTreesRegressor,0.936584047,0.926010555,DummyRegressor,-0.006139789,ExtraTreesRegressor,0.936584047,,,,,
